,Country,EdLevel,YearsCodePro,Age,Gender,Salary
58266,Germany,Bachelor’s degree,4.0,25-34 years old,Man,42657.0
58269,Italy,Less than a Bachelors,12.0,25-34 years old,Man,14930.0
58274,Pakistan,Bachelor’s degree,2.0,25-34 years old,Man,51189.0
58277,Switzerland,Master’s degree,3.0,25-34 years old,Woman,165471.0
58279,Hungary,Master’s degree,4.0,25-34 years old,Man,26784.0
58280,Belgium,Master’s degree,10.0,25-34 years old,Man,53904.0
58281,Sweden,Bachelor’s degree,12.0,35-44 years old,Man,64608.0
58282,Germany,Master’s degree,31.0,55-64 years old,Man,170630.0
58284,Spain,Master’s degree,14.0,35-44 years old,Man,28152.0
58285,United States of America,Post grad,33.0,55-64 years old,Man,153000.0
58289,Russian Federation,Master’s degree,21.0,35-44 years old,Man,25980.0
58292,United States of America,Bachelor’s degree,26.0,45-54 years old,Man,145000.0
58294,Germany,Master’s degree,4.0,25-34 years old,Man,63986.0
58296,Netherlands,Master’s degree,6.0,35-44 years old,Man,74651.0
58299,Germany,Less than a Bachelors,4.0,18-24 years old,Man,36468.0
58301,Other,Bachelor’s degree,3.0,25-34 years old,Man,33648.0
58302,Netherlands,Master’s degree,14.0,35-44 years old,Man,95979.0
58307,Austria,Master’s degree,5.0,25-34 years old,Man,66119.0
58310,Germany,Master’s degree,18.0,45-54 years old,Man,83182.0
58311,Germany,Less than a Bachelors,1.0,25-34 years old,Man,56521.0
58319,Other,Less than a Bachelors,39.0,55-64 years old,Man,183828.0
58320,Germany,Master’s degree,7.0,25-34 years old,Man,79983.0
58324,France,Master’s degree,4.0,25-34 years old,Man,45857.0
58325,France,Post grad,30.0,45-54 years old,Man,57588.0
58326,Italy,Bachelor’s degree,9.0,25-34 years old,Man,51722.0
58327,United States of America,Less than a Bachelors,22.0,35-44 years old,Man,160000.0
58330,France,Less than a Bachelors,2.0,35-44 years old,Man,31992.0
58338,Italy,Less than a Bachelors,29.0,45-54 years old,Man,31992.0
58348,Norway,Master’s degree,4.0,18-24 years old,Woman,68446.0
58349,United States of America,Bachelor’s degree,4.0,35-44 years old,Man,100000.0
58352,United States of America,Bachelor’s degree,14.0,35-44 years old,Man,175000.0
58357,India,Bachelor’s degree,4.0,25-34 years old,Man,19088.0
58358,Norway,Less than a Bachelors,3.0,25-34 years old,Man,67409.0
58361,Sweden,Less than a Bachelors,20.0,35-44 years old,Man,60948.0
58363,Czech Republic,Post grad,8.0,25-34 years old,Man,22080.0
58366,Russian Federation,Master’s degree,4.0,25-34 years old,Man,40956.0
58367,United States of America,Bachelor’s degree,3.0,25-34 years old,Man,92000.0
58368,Russian Federation,Bachelor’s degree,4.0,25-34 years old,Man,51948.0
58370,Other,Bachelor’s degree,3.0,25-34 years old,Man,16423.0
58373,India,Master’s degree,6.0,25-34 years old,Man,15168.0
58375,India,Bachelor’s degree,1.0,18-24 years old,Man,39981.0
58376,Germany,Master’s degree,0.5,25-34 years old,Woman,58654.0
58377,Norway,Master’s degree,9.0,25-34 years old,Man,79853.0
58378,Germany,Master’s degree,3.0,25-34 years old,Man,61853.0
58384,South Africa,Less than a Bachelors,28.0,45-54 years old,Man,44253.0
58386,Russian Federation,Master’s degree,14.0,25-34 years old,Man,78916.0
58394,Spain,Less than a Bachelors,15.0,35-44 years old,Man,83182.0
58396,Germany,Bachelor’s degree,2.0,18-24 years old,Man,31993.0
58397,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,25-34 years old,Man,69102.0
58398,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,25-34 years old,Man,50256.0
58399,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,14.0,35-44 years old,Man,117473.0
58401,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,27.0,45-54 years old,Man,149800.0
58402,Germany,Master’s degree,3.0,25-34 years old,Man,79980.0
58406,Belgium,Bachelor’s degree,0.5,18-24 years old,Man,28152.0
58407,Spain,Master’s degree,2.0,18-24 years old,Man,31993.0
58408,Sweden,Less than a Bachelors,32.0,45-54 years old,Man,73140.0
58409,India,Master’s degree,3.0,25-34 years old,Man,61908.0
58410,Austria,Less than a Bachelors,1.0,18-24 years old,Man,31992.0
58411,Other,Less than a Bachelors,9.0,25-34 years old,Woman,33252.0
58412,Other,Master’s degree,17.0,35-44 years old,Man,12072.0
58413,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,38.0,55-64 years old,Man,66589.0
58418,Poland,Master’s degree,3.0,25-34 years old,Man,24972.0
58422,Hungary,Less than a Bachelors,10.0,25-34 years old,Man,38388.0
58426,United States of America,Bachelor’s degree,20.0,45-54 years old,Man,125000.0
58430,Finland,Bachelor’s degree,6.0,25-34 years old,Man,55455.0
58433,Germany,Less than a Bachelors,1.0,18-24 years old,Man,10872.0
58434,United States of America,Bachelor’s degree,9.0,25-34 years old,Man,86000.0
58436,Germany,Less than a Bachelors,5.0,25-34 years old,Man,77850.0
58437,Denmark,Bachelor’s degree,8.0,25-34 years old,Man,63672.0
58438,Other,Master’s degree,1.0,25-34 years old,Man,57588.0
58439,Russian Federation,Less than a Bachelors,2.0,18-24 years old,Man,29088.0
58440,India,Bachelor’s degree,3.0,25-34 years old,Man,10318.0
58443,Other,Master’s degree,8.0,25-34 years old,Man,45048.0
58444,United States of America,Bachelor’s degree,30.0,45-54 years old,Man,150000.0
58445,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,25-34 years old,Man,150767.0
58446,Germany,Post grad,17.0,55-64 years old,Man,45857.0
58449,Poland,Master’s degree,9.0,25-34 years old,Man,52728.0
58451,Sweden,Master’s degree,1.0,25-34 years old,Man,45096.0
58457,Israel,Bachelor’s degree,16.0,35-44 years old,Man,125544.0
58459,Other,Less than a Bachelors,4.0,18-24 years old,Man,16632.0
58460,Israel,Bachelor’s degree,26.0,45-54 years old,Man,194303.0
58461,Spain,Post grad,22.0,45-54 years old,Man,47990.0
58462,United Kingdom of Great Britain and Northern Ireland,Master’s degree,33.0,55-64 years old,Man,175895.0
58464,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,26.0,45-54 years old,Man,65332.0
58467,Denmark,Bachelor’s degree,8.0,35-44 years old,Man,60228.0
58468,Denmark,Less than a Bachelors,20.0,35-44 years old,Man,85315.0
58473,Italy,Master’s degree,10.0,35-44 years old,Man,53322.0
58475,Italy,Master’s degree,2.0,25-34 years old,Man,24528.0
58477,Czech Republic,Less than a Bachelors,4.0,18-24 years old,Man,19227.0
58479,United States of America,Bachelor’s degree,22.0,45-54 years old,Man,180000.0
58480,France,Bachelor’s degree,3.0,18-24 years old,Man,29436.0
58481,Ukraine,Master’s degree,27.0,45-54 years old,Man,28428.0
58482,Belgium,Master’s degree,24.0,45-54 years old,Man,83184.0
58484,Sweden,Less than a Bachelors,12.0,25-34 years old,Man,30108.0
58485,United States of America,Bachelor’s degree,7.0,25-34 years old,Man,120000.0
58487,Brazil,Bachelor’s degree,6.0,25-34 years old,Man,149568.0
58488,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,25-34 years old,Man,81666.0
58489,Norway,Master’s degree,8.0,25-34 years old,Man,50940.0
58490,India,Bachelor’s degree,5.0,25-34 years old,Man,29243.0
58492,United States of America,Less than a Bachelors,24.0,55-64 years old,Man,120000.0
58493,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,25-34 years old,Man,125639.0
58494,Austria,Master’s degree,5.0,25-34 years old,Man,63986.0
58501,United States of America,Bachelor’s degree,0.5,25-34 years old,Woman,60000.0
58508,United States of America,Bachelor’s degree,18.0,35-44 years old,Man,110000.0
58509,Germany,Less than a Bachelors,4.0,18-24 years old,Man,37325.0
58512,France,Master’s degree,7.0,25-34 years old,Man,47990.0
58513,Brazil,Less than a Bachelors,14.0,25-34 years old,Man,100000.0
58514,Argentina,Less than a Bachelors,5.0,25-34 years old,Man,13632.0
58516,Australia,Bachelor’s degree,6.0,18-24 years old,Man,77848.0
58520,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,35-44 years old,Man,35179.0
58530,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,35-44 years old,Man,75384.0
58531,Germany,Master’s degree,18.0,45-54 years old,Man,85315.0
58541,Other,Bachelor’s degree,2.0,18-24 years old,Man,26760.0
58545,Poland,Master’s degree,13.0,35-44 years old,Man,52728.0
58553,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,25-34 years old,Man,51763.0
58554,Germany,Bachelor’s degree,10.0,25-34 years old,Man,88514.0
58558,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,18-24 years old,Man,38948.0
58559,United States of America,Bachelor’s degree,9.0,25-34 years old,Man,85000.0
58560,India,Bachelor’s degree,8.0,25-34 years old,Man,29664.0
58562,Belgium,Bachelor’s degree,1.0,18-24 years old,Man,35832.0
58564,United States of America,Less than a Bachelors,0.5,18-24 years old,Man,37440.0
58566,United States of America,Bachelor’s degree,2.0,25-34 years old,Man,70000.0
58570,France,Master’s degree,8.0,25-34 years old,Man,27516.0
58573,Sweden,Master’s degree,25.0,45-54 years old,Man,64608.0
58575,Brazil,Less than a Bachelors,2.0,18-24 years old,Man,11844.0
58576,United States of America,Master’s degree,4.0,35-44 years old,Woman,100000.0
58577,Spain,Master’s degree,6.0,25-34 years old,Man,37325.0
58578,Switzerland,Master’s degree,10.0,25-34 years old,Man,103419.0
58579,Romania,Less than a Bachelors,3.0,Under 18 years old,Man,10356.0
58580,Romania,Master’s degree,0.5,18-24 years old,Man,12936.0
58582,Netherlands,Master’s degree,8.0,25-34 years old,Man,66652.0
58584,Turkey,Bachelor’s degree,13.0,35-44 years old,Man,60000.0
58587,Russian Federation,Bachelor’s degree,3.0,18-24 years old,Man,37404.0
58589,Germany,Less than a Bachelors,5.0,25-34 years old,Man,55455.0
58590,United States of America,Bachelor’s degree,6.0,25-34 years old,Man,75000.0
58591,United States of America,Bachelor’s degree,16.0,35-44 years old,Man,165000.0
58595,Brazil,Post grad,7.0,25-34 years old,Man,22440.0
58597,Italy,Less than a Bachelors,15.0,35-44 years old,Woman,31992.0
58599,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25.0,35-44 years old,Man,125639.0
58600,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,30.0,45-54 years old,Man,109306.0
58601,United States of America,Post grad,21.0,35-44 years old,Man,168000.0
58603,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,25-34 years old,Man,42717.0
58605,Germany,Master’s degree,2.0,25-34 years old,Man,65053.0
58606,Turkey,Master’s degree,11.0,25-34 years old,Man,60132.0
58611,Germany,Less than a Bachelors,13.0,35-44 years old,Man,51189.0
58614,Russian Federation,Less than a Bachelors,32.0,45-54 years old,Man,35328.0
58615,United States of America,Bachelor’s degree,9.0,25-34 years old,Woman,117000.0
58617,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,16.0,25-34 years old,Man,37692.0
58618,Switzerland,Bachelor’s degree,1.0,25-34 years old,Man,113761.0
58619,France,Master’s degree,14.0,35-44 years old,Man,53322.0
58620,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,25-34 years old,Man,47743.0
58621,India,Master’s degree,18.0,35-44 years old,Man,77383.0
58624,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,35-44 years old,Man,31410.0
58626,Italy,Master’s degree,30.0,55-64 years old,Man,74651.0
58628,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,25-34 years old,Man,97248.0
58630,France,Master’s degree,10.0,25-34 years old,Man,46923.0
58631,France,Master’s degree,12.0,35-44 years old,Man,31992.0
58632,Other,Bachelor’s degree,10.0,25-34 years old,Man,47400.0
58635,Other,Master’s degree,6.0,25-34 years old,Man,13776.0
58637,France,Master’s degree,4.0,25-34 years old,Man,69318.0
58639,United Kingdom of Great Britain and Northern Ireland,Master’s degree,9.0,25-34 years old,Woman,56842.0
58644,Israel,Bachelor’s degree,14.0,35-44 years old,Man,137507.0
58647,Germany,Master’s degree,33.0,55-64 years old,Man,138637.0
58649,Canada,Less than a Bachelors,32.0,55-64 years old,Man,140551.0
58651,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,16.0,35-44 years old,Man,165000.0
58652,Italy,Less than a Bachelors,9.0,25-34 years old,Man,51189.0
58653,India,Bachelor’s degree,10.0,25-34 years old,Man,141869.0
58656,United Kingdom of Great Britain and Northern Ireland,Post grad,22.0,45-54 years old,Man,125639.0
58660,Sweden,Master’s degree,11.0,35-44 years old,Man,67044.0
58661,United States of America,Post grad,8.0,25-34 years old,Man,180000.0
58667,Belgium,Less than a Bachelors,3.0,25-34 years old,Man,53748.0
58669,Czech Republic,Bachelor’s degree,7.0,25-34 years old,Man,33780.0
58671,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,25-34 years old,Man,45230.0
58674,Germany,Bachelor’s degree,2.0,25-34 years old,Man,62920.0
58675,Austria,Less than a Bachelors,9.0,25-34 years old,Man,79983.0
58677,Germany,Less than a Bachelors,4.0,25-34 years old,Man,58654.0
58681,Switzerland,Master’s degree,8.0,25-34 years old,Man,108590.0
58682,United Kingdom of Great Britain and Northern Ireland,Master’s degree,5.0,25-34 years old,Man,43974.0
58684,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,18-24 years old,Man,94230.0
58686,Other,Master’s degree,6.0,25-34 years old,Man,25500.0
58690,Poland,Less than a Bachelors,22.0,35-44 years old,Man,20808.0
58694,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,18-24 years old,Man,43974.0
58695,Germany,Master’s degree,3.0,25-34 years old,Man,63986.0
58697,Other,Bachelor’s degree,2.0,35-44 years old,Man,48624.0
58698,France,Master’s degree,10.0,25-34 years old,Man,63986.0
58700,Germany,Less than a Bachelors,1.0,25-34 years old,Man,38388.0
58701,Argentina,Master’s degree,3.0,25-34 years old,Man,12000.0
58705,France,Master’s degree,9.0,25-34 years old,Man,55455.0
58707,Germany,Less than a Bachelors,14.0,35-44 years old,Man,70385.0
58709,Denmark,Post grad,3.0,25-34 years old,Man,60228.0
58710,France,Master’s degree,14.0,35-44 years old,Man,90647.0
58714,United States of America,Master’s degree,10.0,45-54 years old,Man,150000.0
58718,India,Bachelor’s degree,4.0,25-34 years old,Man,23215.0
58719,United States of America,Less than a Bachelors,26.0,45-54 years old,Man,150000.0
58720,Israel,Master’s degree,5.0,25-34 years old,Man,107616.0
58722,Spain,Master’s degree,15.0,35-44 years old,Man,44796.0
58723,Germany,Less than a Bachelors,47.0,65 years or older,Man,63984.0
58726,Turkey,Master’s degree,8.0,35-44 years old,Man,80400.0
58728,Czech Republic,Less than a Bachelors,5.0,25-34 years old,Man,51960.0
58731,United States of America,Less than a Bachelors,35.0,65 years or older,Man,140000.0
58734,Other,Bachelor’s degree,2.0,45-54 years old,Man,78180.0
58739,United States of America,Master’s degree,37.0,65 years or older,Man,120000.0
58740,Switzerland,Less than a Bachelors,3.0,25-34 years old,Man,103833.0
58746,Other,Master’s degree,40.0,55-64 years old,Man,137875.0
58748,Pakistan,Master’s degree,12.0,35-44 years old,Man,14964.0
58749,United States of America,Bachelor’s degree,20.0,45-54 years old,Man,130000.0
58753,Belgium,Less than a Bachelors,26.0,55-64 years old,Man,53748.0
58754,United States of America,Bachelor’s degree,12.0,25-34 years old,Man,200000.0
58755,Austria,Post grad,25.0,45-54 years old,Man,127972.0
58757,Greece,Post grad,30.0,45-54 years old,Man,57588.0
58758,Italy,Master’s degree,41.0,55-64 years old,Man,63986.0
58760,Other,Bachelor’s degree,15.0,35-44 years old,Man,57600.0
58761,Portugal,Master’s degree,11.0,35-44 years old,Man,55455.0
58762,Germany,Master’s degree,4.0,25-34 years old,Man,66119.0
58767,India,Post grad,9.0,25-34 years old,Man,10368.0
58771,United States of America,Bachelor’s degree,19.0,35-44 years old,Man,178000.0
58774,United States of America,Bachelor’s degree,12.0,35-44 years old,Man,140000.0
58775,United States of America,Post grad,1.0,35-44 years old,Man,89000.0
58776,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,15.0,25-34 years old,Man,131921.0
58780,Other,Post grad,30.0,45-54 years old,Man,48000.0
58783,Russian Federation,Post grad,4.0,18-24 years old,Man,31176.0
58785,India,Bachelor’s degree,5.0,25-34 years old,Man,15477.0
58788,Argentina,Less than a Bachelors,7.0,25-34 years old,Man,36360.0
58791,United States of America,Bachelor’s degree,25.0,55-64 years old,Man,170000.0
58796,Spain,Post grad,1.0,25-34 years old,Man,22395.0
58799,Germany,Less than a Bachelors,23.0,45-54 years old,Man,85315.0
58800,India,Bachelor’s degree,3.0,25-34 years old,Man,10836.0
58801,United States of America,Less than a Bachelors,2.0,18-24 years old,Man,60000.0
58802,Germany,Bachelor’s degree,1.0,25-34 years old,Man,57588.0
58804,Brazil,Master’s degree,7.0,25-34 years old,Woman,25428.0
58806,Switzerland,Master’s degree,2.0,25-34 years old,Man,108590.0
58814,Italy,Less than a Bachelors,3.0,35-44 years old,Man,83184.0
58815,United States of America,Bachelor’s degree,13.0,35-44 years old,Man,92000.0
58816,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,5.0,35-44 years old,Man,125639.0
